_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
7629976,16619,BP-25896,1069,Bathurst St,Bathurst St,East,Vermont Ave,North,,11.0,,Ring,Existing,0,311742.853,4836926.535,-79.413901325,43.672252631000006,"{u'type': u'Point', u'coordinates': (-79.4139013259, 43.6722526338)}"
7629977,16620,BP-25907,1075,Bathurst St,Bathurst St,East,Vermont Ave,North,,11.0,,Ring,Existing,0,311732.101,4836962.829,-79.414034195,43.672579428,"{u'type': u'Point', u'coordinates': (-79.4140341955, 43.6725794279)}"
7629978,16621,BP-24793,10,York Mills Rd,York Mills Rd,North,Wilson Ave,East,,15.0,,Ring,Existing,0,312347.048,4844938.06,-79.406296411,43.744360541999995,"{u'type': u'Point', u'coordinates': (-79.4062964089, 43.7443605459)}"
7629979,16622,BP-24807,219,Fort York Blvd,Fort York Blvd,South,Angelique St,West,,10.0,CityPlace and Fort York,Ring,Existing,0,312418.51399999997,4833047.566000001,-79.405577151,43.637330084,"{u'type': u'Point', u'coordinates': (-79.4055771536, 43.6373300889)}"
7629980,16623,BP-24816,650,Fleet St,Fort York Blvd,East,Fleet St,North,,10.0,CityPlace and Fort York,Ring,Existing,0,312330.851,4832973.406,-79.406664667,43.636663436999996,"{u'type': u'Point', u'coordinates': (-79.406664669, 43.6366634395)}"
7629981,16624,BP-24823,120,Tecumseth St,Adelaide St W,North,Ln W Tecumseth S Adelaide,North,,10.0,,Ring,Existing,0,312361.69899999996,4833859.82,-79.406269942,43.644642058,"{u'type': u'Point', u'coordinates': (-79.4062699447, 43.6446420623)}"
7629982,16625,BP-24824,650,Fleet St,Fort York Blvd,East,Fleet St,North,,10.0,CityPlace and Fort York,Ring,Existing,0,312338.44800000003,4833000.052,-79.406570143,43.63690321,"{u'type': u'Point', u'coordinates': (-79.4065701423, 43.6369032131)}"
7629983,16627,BP-24844,108,Hallam St,Delaware Ave,East,Hallam St,North,,9.0,Dovercourt Village,Ring,Existing,0,310405.39,4836405.396000001,-79.430492668,43.667572978,"{u'type': u'Point', u'coordinates': (-79.4304926729, 43.6675729821)}"
7629984,16628,BP-24854,787,Dupont St,Dupont St,South,Ln E Shaw S Dupont,West,,11.0,,Ring,Existing,0,310758.87100000004,4836744.713,-79.42610573399999,43.67062453,"{u'type': u'Point', u'coordinates': (-79.426105734, 43.6706245352)}"
7629985,16631,BP-24949,135,St George St,Bloor St W,North,Devonshire Pl,West,,11.0,,Ring,Existing,0,312958.07,4836433.8780000005,-79.398838824,43.667805728999994,"{u'type': u'Point', u'coordinates': (-79.3988388277, 43.6678057285)}"
7629986,16634,BP-24965,317,Bloor St W,Bloor St W,South,St George St,East,,11.0,,Ring,Existing,0,312930.561,4836406.509,-79.399180359,43.667559668,"{u'type': u'Point', u'coordinates': (-79.3991803548, 43.6675596727)}"
7629987,16635,BP-24976,317,Bloor St W,Bloor St W,South,St George St,East,,11.0,,Ring,Existing,0,312924.368,4836404.8780000005,-79.399257169,43.667545059,"{u'type': u'Point', u'coordinates': (-79.399257173, 43.6675450592)}"
7629988,16639,BP-24173,61,Bellevue Ave,Nassau St,South,Bellevue Ave,East,,11.0,Kensington Market,Ring,Existing,0,312583.255,4835002.83,-79.403507215,43.65492840899999,"{u'type': u'Point', u'coordinates': (-79.4035072102, 43.6549284101)}"
7629989,16640,BP-24243,145,Annette St,Annette St,South,Medland St,South,,4.0,,Ring,Existing,0,307517.238,4835942.959,-79.466308324,43.663426592,"{u'type': u'Point', u'coordinates': (-79.4663083295, 43.6634265975)}"
7629990,16641,BP-24247,145,Annette St,Annette St,South,Medland St,South,,4.0,,Ring,Existing,0,307507.44899999996,4835940.578,-79.46642971899999,43.663405195,"{u'type': u'Point', u'coordinates': (-79.4664297175, 43.663405201)}"
7629991,16642,BP-24251,406,Roncesvalles Ave,Roncesvalles Ave,West,Howard Park Ave,South,,4.0,Roncesvalles Village,Ring,Existing,0,308746.207,4834600.709,-79.45107987,43.651339027,"{u'type': u'Point', u'coordinates': (-79.4510798694, 43.6513390327)}"
7629992,16644,BP-25035,310,Bloor St W,Bloor St W,North,Madison Ave,East,,11.0,,Ring,Existing,0,312684.75800000003,4836354.634,-79.40222909,43.667095375,"{u'type': u'Point', u'coordinates': (-79.4022290863, 43.6670953767)}"
7629993,16646,BP-25041,512,Bloor St W,Bloor St W,North,Bathurst St,East,,11.0,Bloor Annex,Ring,Existing,0,312015.179,4836158.637,-79.410534465,43.665337943999994,"{u'type': u'Point', u'coordinates': (-79.4105344684, 43.6653379438)}"
7629994,16647,BP-25044,436,Bloor St W,Bloor St W,North,Howland Ave,East,,11.0,Bloor Annex,Ring,Existing,0,312191.382,4836209.517,-79.408348926,43.6657942,"{u'type': u'Point', u'coordinates': (-79.4083489228, 43.6657942004)}"
7629995,16648,BP-25058,264,Bloor St W,Bloor St W,North,St George St,West,,11.0,,Ring,Existing,0,312849.981,4836402.563999999,-79.400179611,43.667525039,"{u'type': u'Point', u'coordinates': (-79.400179611, 43.6675250394)}"
7629996,16650,BP-25074,360A,Bloor St W,Bloor St W,North,Walmer Rd,East,,11.0,Bloor Annex,Ring,Existing,0,312455.395,4836285.791,-79.405074152,43.666478093,"{u'type': u'Point', u'coordinates': (-79.4050741576, 43.6664780958)}"
7629997,16651,BP-25079,524,Bloor St W,Bloor St W,North,Bathurst St,East,,11.0,Bloor Annex,Ring,Existing,0,311989.29600000003,4836151.037,-79.410855509,43.665269779,"{u'type': u'Point', u'coordinates': (-79.4108555088, 43.6652697844)}"
7629998,16652,BP-25115,362,Bloor St W,Bloor St W,North,Walmer Rd,West,,11.0,Bloor Annex,Ring,Existing,0,312401.295,4836270.1680000005,-79.405745213,43.666338018000005,"{u'type': u'Point', u'coordinates': (-79.4057452093, 43.6663380232)}"
7629999,16653,BP-25119,532,Bloor St W,Bloor St W,North,Bathurst St,East,,11.0,Bloor Annex,Ring,Temporarily Removed,0,311981.1,4836148.453,-79.410957175,43.665246599,"{u'type': u'Point', u'coordinates': (-79.4109571703, 43.6652466042)}"
7630000,16654,BP-21505,8,Heintzman St,Dundas St W,North,Indian Road Cres,North,,4.0,,Ring,Existing,0,307924.581,4836150.815,-79.46125638,43.665295977,"{u'type': u'Point', u'coordinates': (-79.461256386, 43.6652959792)}"
7630001,16655,BP-21423,67,Lombard St,Lombard St,South,Church St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314934.19899999996,4834672.192,-79.374367683,43.651923909,"{u'type': u'Point', u'coordinates': (-79.3743676818, 43.6519239093)}"
7630002,16657,BP-21452,120,Front St E,Front St E,North,George St S,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315295.825,4834459.553,-79.369888797,43.650004853999995,"{u'type': u'Point', u'coordinates': (-79.3698887956, 43.6500048593)}"
7630003,16658,BP-21463,26,Lombard St,Lombard St,North,Spice Mill Lane,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314776.409,4834640.319,-79.37632436199999,43.651639138,"{u'type': u'Point', u'coordinates': (-79.3763243677, 43.6516391427)}"
7630004,16659,BP-21465,218,King St E,King St E,North,Sherbourne St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315396.654,4834598.638,-79.368636151,43.651255378,"{u'type': u'Point', u'coordinates': (-79.3686361463, 43.6512553808)}"
7630005,16660,BP-21481,2355,Dundas St W,Dundas St W,West,Edna Ave,South,,4.0,Bloor By The Park,Ring,Existing,0,308613.522,4835229.327,-79.452720293,43.656998138999995,"{u'type': u'Point', u'coordinates': (-79.4527202922, 43.6569981368)}"
7630006,16661,BP-21484,2733,Dundas St W,Dundas St W,South,Watkinson Ave,South,,4.0,,Ring,Existing,0,308003.94399999996,4836103.4569999995,-79.4602726,43.664869356000004,"{u'type': u'Point', u'coordinates': (-79.4602725964, 43.6648693562)}"
7630007,16662,BP-21498,2720,Dundas St W,Dundas St W,North,Watkinson Ave,East,,4.0,,Ring,Existing,0,308033.982,4836109.864,-79.459900099,43.664926895,"{u'type': u'Point', u'coordinates': (-79.459900101, 43.6649268977)}"
7630008,16663,BP-21180,2,Toronto St,Toronto St,West,King St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314797.219,4834422.877,-79.376070418,43.64968159,"{u'type': u'Point', u'coordinates': (-79.3760704153, 43.649681594)}"
7630009,16664,BP-21318,97,Church St,Church St,East,Richmond St E,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314859.896,4834710.318,-79.37528809999999,43.652268105,"{u'type': u'Point', u'coordinates': (-79.3752880939, 43.6522681029)}"
7630010,16665,BP-21319,103,Church St,Church St,East,Richmond St E,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314857.575,4834717.897,-79.375316724,43.652336356000006,"{u'type': u'Point', u'coordinates': (-79.375316726, 43.6523363554)}"
7630011,16668,BP-21331,107,Front St E,Front St E,South,Jarvis St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315210.19800000003,4834402.596,-79.370951359,43.649493373,"{u'type': u'Point', u'coordinates': (-79.3709513633, 43.6494933732)}"
7630012,16669,BP-21334,1,Toronto St,Toronto St,East,King St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314809.805,4834427.813999999,-79.375914308,43.649725863,"{u'type': u'Point', u'coordinates': (-79.375914303, 43.6497258644)}"
7630013,16670,BP-21338,127,Front St E,Front St E,South,George St S,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315292.48699999996,4834441.013,-79.36993053399999,43.649838023,"{u'type': u'Point', u'coordinates': (-79.369930535, 43.6498380215)}"
7630014,16671,BP-21358,26,Lombard St,Lombard St,North,Spice Mill Lane,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,314732.136,4834625.862,-79.376873481,43.651509602,"{u'type': u'Point', u'coordinates': (-79.3768734762, 43.6515096028)}"
7630015,16672,BP-21365,11,Jarvis St,Jarvis St,East,Lower Jarvis St,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315167.037,4834427.188,-79.371485924,43.649715336999996,"{u'type': u'Point', u'coordinates': (-79.3714859296, 43.6497153369)}"
7630016,16673,BP-21376,114,Church St,Church St,West,Lombard St,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314850.953,4834690.553,-79.375399333,43.652090312,"{u'type': u'Point', u'coordinates': (-79.3753993273, 43.6520903124)}"
7630017,16674,BP-21378,70,King St E,King St E,North,Leader Lane,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314880.809,4834441.38,-79.375033853,43.649847013999995,"{u'type': u'Point', u'coordinates': (-79.3750338568, 43.6498470177)}"
7630018,16675,BP-21380,67,Adelaide St E,Adelaide St E,South,Church St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314861.312,4834572.563,-79.375273112,43.651028104,"{u'type': u'Point', u'coordinates': (-79.3752731061, 43.6510281045)}"
7630019,16676,BP-21383,113R,Front St E,Front St E,South,George St S,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315230.257,4834412.941000001,-79.37070251,43.649586208,"{u'type': u'Point', u'coordinates': (-79.3707025055, 43.6495862111)}"
7630020,16677,BP-20125,38,Spadina Ave,Ln W Spadina N Wellington,East,Wellington St W,North,,10.0,,Ring,Existing,0,313278.189,4833798.618,-79.39491069600001,43.644081278,"{u'type': u'Point', u'coordinates': (-79.3949106904, 43.6440812824)}"
7630021,16678,BP-20131,436,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,313117.067,4833746.374,-79.396908643,43.643612836,"{u'type': u'Point', u'coordinates': (-79.3969086395, 43.643612834)}"
7630022,16679,BP-20132,440,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,313090.64,4833740.232,-79.39723629699999,43.643557845,"{u'type': u'Point', u'coordinates': (-79.3972363001, 43.6435578426)}"
7630023,16680,BP-20138,440,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,313090.26,4833738.646000001,-79.39724103,43.643543565,"{u'type': u'Point', u'coordinates': (-79.3972410346, 43.6435435707)}"
7630024,16682,BP-20688,400,University Ave,University Ave,West,Armoury St,North,,10.0,,Ring,Existing,0,313830.18,4834849.745,-79.388051063,43.653536341999995,"{u'type': u'Point', u'coordinates': (-79.3880510626, 43.6535363463)}"
7630025,16683,BP-20699,438,University Ave,University Ave,West,Dundas St W,West,,10.0,,Ring,Existing,0,313793.598,4834963.396000001,-79.38850268899999,43.654559798,"{u'type': u'Point', u'coordinates': (-79.3885026834, 43.6545598007)}"
7630026,16684,BP-20703,438,University Ave,University Ave,West,Dundas St W,South,,10.0,,Ring,Existing,0,313792.343,4834960.078,-79.388518303,43.65452994899999,"{u'type': u'Point', u'coordinates': (-79.3885182974, 43.6545299494)}"
7630027,16685,BP-20921,175,Kendal Ave,Davenport Rd,South,Walmer Rd,West,,12.0,Dupont by the Castle,Ring,Existing,0,312005.625,4837425.37,-79.410636018,43.676740303,"{u'type': u'Point', u'coordinates': (-79.4106360179, 43.6767403026)}"
7630028,16686,BP-20922,573,Christie St,Christie St,East,Ln N Tyrrel W Christie,North,,12.0,,Ring,Existing,0,310876.805,4837709.101,-79.424632404,43.679304335,"{u'type': u'Point', u'coordinates': (-79.4246324059, 43.6793043403)}"
7630029,16687,BP-20925,5,Benson Ave,Wychwood Ave,West,Ln S Hocken E Wychwood,South,,12.0,,Ring,Existing,0,311023.01,4837824.353999999,-79.422817768,43.680340557,"{u'type': u'Point', u'coordinates': (-79.4228177696, 43.6803405579)}"
7630030,16688,BP-21067,627A,Dufferin St,Dufferin St,East,Ln N Dundas E Dufferin,South,,9.0,Little Portugal,Ring,Existing,0,310330.91,4834440.74,-79.431436362,43.649889001000005,"{u'type': u'Point', u'coordinates': (-79.4314363568, 43.649889)}"
7630031,16689,BP-21068,629,Dufferin St,Dufferin St,East,Ln N Dundas E Dufferin,South,,9.0,Little Portugal,Ring,Existing,0,310329.582,4834445.272,-79.43145277800001,43.649929798,"{u'type': u'Point', u'coordinates': (-79.4314527729, 43.6499298041)}"
7630032,16690,BP-21070,629A,Dufferin St,Dufferin St,East,Ln N Dundas E Dufferin,North,,9.0,,Ring,Existing,0,310322.707,4834468.95,-79.431537758,43.650142984,"{u'type': u'Point', u'coordinates': (-79.4315377564, 43.6501429892)}"
7630033,16691,BP-20970,687,St Clair Ave W,Christie St,West,St Clair Ave W,South,,12.0,Hillcrest Village,Ring,Existing,0,310787.67699999997,4837950.771000001,-79.42573513399999,43.681480406999995,"{u'type': u'Point', u'coordinates': (-79.4257351321, 43.6814804095)}"
7630034,16693,BP-21004,573,Christie St,Christie St,East,Ln N Tyrrel W Christie,North,,12.0,,Ring,Existing,0,310878.041,4837705.322,-79.42461711600001,43.679270308999996,"{u'type': u'Point', u'coordinates': (-79.424617119, 43.6792703142)}"
7630035,16694,BP-21027,275,Queens Quay W,Queens Quay W,South,Robertson Cres,West,,10.0,The Waterfront,Ring,Existing,0,313944.36,4833196.171,-79.38666354,43.638650547,"{u'type': u'Point', u'coordinates': (-79.3866635411, 43.6386505523)}"
7630036,16695,BP-21038,330,Lansdowne Ave,Lansdowne Ave,West,Lumbervale Ave,North,,9.0,,Ring,Existing,0,309587.328,4834696.515,-79.440651865,43.652196481000004,"{u'type': u'Point', u'coordinates': (-79.4406518608, 43.6521964787)}"
7630037,16696,BP-21039,330,Lansdowne Ave,Lansdowne Ave,West,Lumbervale Ave,North,,9.0,,Ring,Existing,0,309586.515,4834699.266,-79.44066192,43.652221247,"{u'type': u'Point', u'coordinates': (-79.4406619151, 43.6522212466)}"
7630038,16697,BP-21045,152,St Helen's Ave,St Helen's Ave,West,Whytock Ave,North,,9.0,,Ring,Existing,0,309439.853,4834899.209,-79.442478354,43.65402193,"{u'type': u'Point', u'coordinates': (-79.4424783548, 43.6540219333)}"
7630039,16698,BP-21049,1293,Bloor St W,Lansdowne Ave,West,Bloor St W,West,,9.0,Bloordale Village,Ring,Existing,0,309407.408,4835358.505,-79.44287667,43.65815642,"{u'type': u'Point', u'coordinates': (-79.442876666, 43.6581564181)}"
7630040,16699,BP-21091,37,Queen St E,Queen St E,South,Bond St,West,,13.0,,Ring,Existing,0,314704.304,4834766.75,-79.37721591399999,43.65277815,"{u'type': u'Point', u'coordinates': (-79.377215919, 43.6527781544)}"
7630041,16700,BP-21108,111,Queen St E,Queen St E,South,Mutual St,West,,13.0,,Ring,Existing,0,314915.118,4834829.241,-79.374601287,43.653337817,"{u'type': u'Point', u'coordinates': (-79.3746012845, 43.6533378199)}"
7630042,16701,BP-21109,111A,Queen St E,Queen St E,South,Mutual St,West,,13.0,,Ring,Existing,0,314925.402,4834832.8780000005,-79.374473727,43.653370418,"{u'type': u'Point', u'coordinates': (-79.3744737243, 43.6533704178)}"
7630043,16702,BP-21115,123,Queen St E,Queen St E,South,Mutual St,East,,13.0,,Ring,Existing,0,314960.141,4834843.791,-79.374042851,43.65346817100001,"{u'type': u'Point', u'coordinates': (-79.3740428549, 43.6534681757)}"
7630044,16703,BP-21128,107,Church St,Richmond St E,North,Church St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314887.262,4834750.712,-79.374948086,43.652631334,"{u'type': u'Point', u'coordinates': (-79.3749480857, 43.6526313323)}"
7630045,16705,BP-21144,119,Church St,Church St,East,Ditty Lane,North,,13.0,,Ring,Existing,0,314840.353,4834778.23,-79.37552911,43.65287966100001,"{u'type': u'Point', u'coordinates': (-79.3755291042, 43.6528796657)}"
7630046,16706,BP-21147,60,Richmond St E,Richmond St E,North,Berti St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314800.547,4834724.005,-79.376023586,43.652392101000004,"{u'type': u'Point', u'coordinates': (-79.3760235847, 43.6523921045)}"
7630047,16707,BP-21163,78,Victoria St,Victoria St,West,Richmond St E,South,,13.0,Financial District,Ring,Existing,0,314662.936,4834644.438,-79.377730992,43.651677727,"{u'type': u'Point', u'coordinates': (-79.3777309924, 43.6516777324)}"
7630048,16708,BP-21172,30,Adelaide St E,Victoria St,East,Adelaide St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314701.98699999996,4834566.278,-79.377248318,43.650973668,"{u'type': u'Point', u'coordinates': (-79.3772483183, 43.650973669)}"
7630049,16709,BP-27199,287,Davenport Rd,Bedford Rd,East,Davenport Rd,South,,11.0,,Ring,Existing,0,312890.518,4837144.03,-79.399665837,43.674198765,"{u'type': u'Point', u'coordinates': (-79.3996658321, 43.6741987684)}"
7630050,16710,BP-27211,658,Danforth Ave,Danforth Ave,North,Ln E Pape S Danforth,West,,14.0,Greektown on the Danforth,Ring,Existing,0,317336.24600000004,4837695.777,-79.344519699,43.679103513,"{u'type': u'Point', u'coordinates': (-79.344519693, 43.6791035136)}"
7630051,16711,BP-27214,220,Langley Ave,Langley Ave,North,Pape Ave,West,,14.0,,Ring,Existing,0,317585.557,4836718.755,-79.341450793,43.670304805,"{u'type': u'Point', u'coordinates': (-79.3414507902, 43.6703048094)}"
7630052,16712,BP-27224,809,Danforth Ave,Danforth Ave,South,Woodycrest Ave,East,,14.0,Greektown on the Danforth,Ring,Existing,0,317591.043,4837744.182,-79.341358442,43.679534881,"{u'type': u'Point', u'coordinates': (-79.3413584469, 43.6795348787)}"
7630053,16713,BP-27228,627,Danforth Ave,Danforth Ave,South,Gough Ave,East,,14.0,Greektown on the Danforth,Ring,Existing,0,317260.668,4837652.704,-79.345458039,43.678717066000004,"{u'type': u'Point', u'coordinates': (-79.345458038, 43.6787170724)}"
7630054,16714,BP-27233,830A,Danforth Ave,Danforth Ave,North,Langford Ave,West,,14.0,Greektown on the Danforth,Ring,Existing,0,317627.962,4837772.709,-79.340899885,43.679791024,"{u'type': u'Point', u'coordinates': (-79.3408998804, 43.6797910218)}"
7630055,16715,BP-27238,809,Danforth Ave,Danforth Ave,South,Langford Ave,West,,14.0,Greektown on the Danforth,Ring,Existing,0,317610.76399999997,4837749.392,-79.341113735,43.679581431,"{u'type': u'Point', u'coordinates': (-79.3411137334, 43.6795814357)}"
7630056,16716,BP-27242,86,Blake St,Blake St,West,Shudell Ave,West,,14.0,,Ring,Existing,0,317747.582,4837261.907,-79.339428544,43.675191076000004,"{u'type': u'Point', u'coordinates': (-79.339428548, 43.6751910739)}"
7630057,16718,BP-25911,371,Bloor St W,Bloor St W,South,Huron St,West,,11.0,,Ring,Existing,0,312697.027,4836338.7930000005,-79.402077185,43.66695265600001,"{u'type': u'Point', u'coordinates': (-79.4020771829, 43.6669526566)}"
